experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,error
ablation,ablation,ihdp,ablation,no_representation,neural_rep,14,672,75,0.19047619047619047,1.407846212387085,1.4349794688181636,0.2739648647167092,1.072873190455961,0.2739648647167077,3.9636861517499717,4.237651016466681,10.45484230810484,0.09389738623818644,10.548739694343027,2.0116209912810317,0.8304620418523394,0.855254605426853,1.6422054560996902,0.19047619047619047,0.01283987166930908,0.5913113117625519,0.30952380952380953,0.0,0.4094669117647059,0.1893381854682727,0.4032651071445681,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,15,672,75,0.19345238095238096,1.4035768508911133,1.0846057127677164,0.35597542666464577,0.8085079885694759,-0.3559754266646472,4.488906434591061,4.132931007926415,8.865276973489818,0.04845985135651709,8.913736824846335,1.4066411445645117,1.1176836494177267,0.8440795693784089,0.8769184123968669,0.19345238095238096,0.013771473535222034,0.5823490563892421,0.29017857142857145,0.0,0.41038887311950045,0.18737543530427606,0.38365521215114984,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,16,672,75,0.18452380952380953,2.177450656890869,1.3416990235183441,0.06754375060874196,1.020663706501192,0.06754375060874347,3.8251275537781826,3.8926713043869245,14.678779019698338,0.056578921105705504,14.735357940804043,1.4210481576852874,0.7921260545016572,1.3983849738864986,1.5926651652744606,0.18452380952380953,0.01643692499010905,0.5842100480842497,0.31994047619047616,0.0,0.37673651989639745,0.18297148387238008,0.40866248569475044,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,17,672,75,0.19047619047619047,1.8216280937194824,1.0050924150344787,0.33879168018902783,0.8077687122160659,-0.33879168018902633,3.7452895448900776,3.4064978647010498,12.494293402111568,0.05765632813318433,12.551949730244752,1.0620515078962356,1.0173087188287382,1.1037497528565268,0.813024863766361,0.19047619047619047,0.013476380342139428,0.5887260388472878,0.2931547619047619,0.0,0.39016544117647056,0.17703394042223594,0.39867588841528373,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,18,672,75,0.19196428571428573,1.9461557865142822,1.1600668807063095,0.3231182657157903,0.8323238325981012,-0.32311826571578944,3.9330175940637546,3.6098993283479643,11.178601378227258,0.09079523530531297,11.269396613532571,1.396272852407887,0.8094916737772476,0.9561369734773072,1.351897607885032,0.19196428571428573,0.010555947128387845,0.6221962742786185,0.3229166666666667,0.0,0.4100389738318558,0.19747708740398498,0.4434779232077364,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,19,672,75,0.1800595238095238,1.1286277770996094,0.819393329851749,0.29747411523501954,0.6240385049353279,-0.29747411523501893,4.182856218826348,3.8853821035913287,7.4133234588827115,0.0,7.4133234588827115,0.7692081178106811,0.7388054513259442,0.8179401194802274,0.9340620987862944,0.1800595238095238,0.013806755208880923,0.5773035454954967,0.3125,0.0,0.3819951703139296,0.1801313019120182,0.41654759417115234,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,20,672,75,0.18303571428571427,2.0840938091278076,1.4897358662494837,0.32757572469212715,1.1652548181070415,-0.32757572469212803,4.722805469184018,4.395229744491891,20.363298529185066,0.06737775987551231,20.430676289060578,1.8629068529040693,1.488034464525395,1.0186010815519173,1.4679129672573412,0.18303571428571427,0.017580336562783787,0.5613705514801535,0.2961309523809524,0.0,0.38104758096761293,0.16879439172196012,0.3655902985857423,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,21,672,75,0.1800595238095238,1.3324744701385498,1.1074090529500022,0.32010403744197724,0.8347151369530246,-0.32010403744197635,4.107409742058923,3.787305704616946,7.2577108139214594,0.01888124981266781,7.276592063734127,1.034412456593238,1.340347713844616,1.1485827632837826,0.8658204659113897,0.1800595238095238,0.013549389161361159,0.5467422714251008,0.34077380952380953,0.0,0.40477868938518996,0.1803477417451047,0.37690713236920903,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,22,672,75,0.18452380952380953,2.076909303665161,1.1812913960830609,0.05117071563421227,0.953547130012382,-0.05117071563421429,4.623469641373431,4.572298925739219,11.127613235694211,0.010980868899601148,11.138594104593812,1.300147475087882,1.2222761275063208,1.2364423493694199,0.9347994928623102,0.18452380952380953,0.013873625193160872,0.6040224336782075,0.30357142857142855,0.0,0.37962090887685424,0.18474807861552772,0.3733718584533806,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,23,672,75,0.18452380952380953,2.115494728088379,1.79348914230996,0.502601567788465,1.3381132965506035,-0.5026015677884645,2.019971662565434,1.517370094776969,16.737166347832034,0.04893150381204592,16.78609785164408,2.8551007731306193,1.4083596870578299,0.9571493604010584,1.3229888508172505,0.18452380952380953,0.013045008086306197,0.5695740534206457,0.29464285714285715,0.0,0.4062279255945373,0.18043539779170265,0.3958742653850422,0.64,
